标题,小区,地区,房源信息,总价,单价,所在区
['高层南向景观好，满五唯一，全新装修，钥匙方便看房'],['利雅湾 '],['珠江新城中'],['3室2厅 | 129.91平米 | 西南 | 其他 | 高楼层(共29层) | 2004年 | 塔楼'],['2201'],"['169,425元/平']",天河区
['此房满五年大单间 面积大空间布局合理'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 46.04平米 | 西 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['369'],"['80,148元/平']",天河区
['高层西向望小区园林安静，正规一房，少有户'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 46.54平米 | 西 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['328'],"['70,478元/平']",天河区
['高层东向大一房视野开阔安静舒服适合白领居住'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 42.85平米 | 东 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['480'],"['112,019元/平']",天河区
['满五年产权清晰无抵押，户型方正很实用'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 45.98平米 | 西 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['418'],"['90,910元/平']",天河区
['满五唯一，东向望珠江公园，装修保养好'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 42.69平米 | 东 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['330'],"['77,302元/平']",天河区
['汇峰苑，高楼层大单间，精装修。'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 41.62平米 | 西 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['335'],"['80,491元/平']",天河区
['近地铁 汇峰苑 环境优美 安静舒适'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 40.89平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['330'],"['80,705元/平']",天河区
['珠城 中区 汇峰苑 东向 小户型 无占房源'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 42.69平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['350'],"['81,987元/平']",天河区
['广州头牌板块，满五，东向，采光通风好'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 42.69平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['428'],"['100,258元/平']",天河区
['满五年产权清晰，户型方正实用，强烈推荐'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 45.98平米 | 西 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['410'],"['89,170元/平']",天河区
['珠城刚需型单间 方便上班族的生活'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 44.88平米 | 东 | 其他 | 低楼层(共43层) | 2008年 | 塔楼'],['528'],"['117,648元/平']",天河区
['高层望花园 安静大单间 业主急卖  过五不占用'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 45.98平米 | 西 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['328'],"['71,336元/平']",天河区
['珠江新城猎德地铁站，方正  东向，成熟环境'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 40.8平米 | 东 | 其他 | 低楼层(共43层) | 2008年 | 塔楼'],['340'],"['83,334元/平']",天河区
['汇峰  珠城中区  精致小户型  交通方便  配套成熟'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 42.69平米 | 东 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['380'],"['89,014元/平']",天河区
['格局方正实用，装修保养好，看房方便，采光好'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 46.54平米 | 南 | 其他 | 低楼层(共43层) | 2008年 | 塔楼'],['305'],"['65,536元/平']",天河区
['猎德地铁 住宅产权 好收租  单边位置采光通风好'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 44.88平米 | 东南 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['400'],"['89,127元/平']",天河区
['汇峰苑珠江新城中区住宅小户型白领入手首先'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 41.49平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['360'],"['86,768元/平']",天河区
['汇峰苑 高楼层 视野开阔 采光充足 业主诚心卖'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 40.8平米 | 东 | 其他 | 高楼层(共43层) | 2008年 | 塔楼'],['325'],"['79,657元/平']",天河区
['汇峰苑 东南向 采光好 大阳台 诚心卖'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 44.93平米 | 东南 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['330'],"['73,448元/平']",天河区
['汇峰苑 1室0厅 东'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 44.93平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['330'],"['73,448元/平']",天河区
['店长推荐 单间 实用性更强 面积更大 租金更高'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 46.54平米 | 西 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['335'],"['71,982元/平']",天河区
['汇峰温馨住宅 高层西向 满五唯一 随时交易'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 46.54平米 | 西 | 简装 | 高楼层(共43层) | 2008年 | 塔楼'],['478'],"['102,708元/平']",天河区
['户型方正  采光视野开阔 业主诚心放卖'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 40.8平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['295'],"['72,304元/平']",天河区
['CBD小户型，安静不吵，宜居宜租，住宅性质，产权清晰'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 46.54平米 | 西南 | 其他 | 中楼层(共43层) | 2008年 | 塔楼'],['340'],"['73,056元/平']",天河区
['东向大阳台，装修保养好，过五不占用，业主急卖'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 44.93平米 | 东 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['315'],"['70,110元/平']",天河区
['店长推荐 单间 实用性更强 面积更大 租金更高'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 41.98平米 | 西 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['330'],"['78,609元/平']",天河区
['汇峰苑 东向可望 珠江公园 带阳台 少有户型 诚意可谈'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 42.69平米 | 东 | 其他 | 中楼层(共43层) | 2008年 | 塔楼'],['310'],"['72,617元/平']",天河区
['汇峰苑东向望珠江公园户口无占用'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 40.8平米 | 东 | 简装 | 中楼层(共43层) | 2008年 | 塔楼'],['308'],"['75,491元/平']",天河区
['楼层通风采光好，东南向可望公园，实用一房'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 44.88平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['480'],"['106,952元/平']",天河区
['汇峰苑 高层新装修 稳定收租 产权清晰'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 46.54平米 | 西 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['308'],"['66,180元/平']",天河区
['汇峰苑东向望珠江公园户口无占用'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 40.8平米 | 东 | 简装 | 中楼层(共43层) | 2008年 | 塔楼'],['308'],"['75,491元/平']",天河区
['珠江新城网红盘 业主诚意出 装修保养好'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 44.88平米 | 东南 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['318'],"['70,856元/平']",天河区
['汇峰苑单间 东向采光好  好流通 好收租 看中可以谈'],['汇峰苑 '],['珠江新城中'],['1室2厅 | 45.98平米 | 东 | 其他 | 中楼层(共43层) | 2008年 | 塔楼'],['349'],"['75,903元/平']",天河区
['此房产权清晰，方正实用，装修保养好。'],['汇峰苑 '],['珠江新城中'],['1室1厅 | 40.89平米 | 东 | 其他 | 高楼层(共43层) | 2008年 | 塔楼'],['332'],"['81,194元/平']",天河区
['汇峰苑 东向可望 珠江公园 带阳台 少有户型 诚意可谈'],['汇峰苑 '],['珠江新城中'],['1室0厅 | 42.69平米 | 东 | 其他 | 中楼层(共43层) | 2008年 | 塔楼'],['310'],"['72,617元/平']",天河区
['珠江新城 户型方正实用，中层东向 视野开阔，采光充足'],['杨箕东小区 '],['珠江新城西'],['3室1厅 | 64.4平米 | 东南 南 | 精装 | 中楼层(共9层) | 1992年 | 塔楼'],['300'],"['46,584元/平']",天河区
['实用85平，花园180平，高品质退休生活，可两套打通'],['汇峰苑 '],['珠江新城中'],['2室2厅 | 51平米 | 西北 | 其他 | 低楼层(共43层) | 2008年 | 塔楼'],['980'],"['192,157元/平']",天河区
['汇峰 复式户型 2+1 有燃气管道 少有放盘 业主诚意卖'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 55.43平米 | 北 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['590'],"['106,441元/平']",天河区
['珠江新城西区 单边位采光通风好 三房两卫'],['铂林国际公寓 '],['珠江新城西'],['3室2厅 | 60.97平米 | 西 北 | 精装 | 中楼层(共22层) | 2005年 | 塔楼'],['398'],"['65,279元/平']",天河区
['证过五年 装修新  户型方正  通风采光好'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 86.45平米 | 东北 | 其他 | 低楼层(共43层) | 2008年 | 塔楼'],['850'],"['98,323元/平']",天河区
['客厅安静看花园，装修保养好！！！！'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 76.97平米 | 北 | 其他 | 低楼层(共43层) | 2008年 | 塔楼'],['925'],"['120,177元/平']",天河区
['平层电梯，三房一厅，厅出阳台，采光良好'],['育兰小区 '],['天河南'],['3室1厅 | 72.48平米 | 东北 | 简装 | 中楼层(共8层) | 1996年 | 塔楼'],['415'],"['57,258元/平']",天河区
['星汇园 新装修实用三房  高层采光好'],['星汇园 '],['珠江新城西'],['3室2厅 | 94.1平米 | 西北 | 精装 | 高楼层(共33层) | 2001年 | 塔楼'],['1180'],"['125,399元/平']",天河区
['保利心语花园南向中高层两房 保养好 诚意卖'],['保利心语 '],['珠江新城中'],['2室1厅 | 71.92平米 | 南 | 精装 | 中楼层(共32层) | 2008年 | 塔楼'],['820'],"['114,016元/平']",天河区
['汇峰苑东向2房 有钥匙可以随时看房 满五唯一 省税。'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 86.45平米 | 东 | 精装 | 中楼层(共43层) | 2008年 | 塔楼'],['780'],"['90,226元/平']",天河区
['网红盘花城湾 大两房 大阳台 保养精致 满五唯一省税'],['中海花城湾 '],['珠江新城中'],['2室1厅 | 93.19平米 | 北 | 精装 | 高楼层(共30层) | 2005年 | 塔楼'],['1650'],"['177,058元/平']",天河区
['珠江新城  封闭式管理小区 东南靓向'],['杨箕东小区 '],['珠江新城西'],['3室2厅 | 94.27平米 | 南 北 | 精装 | 高楼层(共6层) | 1992年 | 塔楼'],['420'],"['44,553元/平']",天河区
['珠江新城 富力盈力大厦 正规三房 方正实用 诚意卖房'],['富力盈力大厦 '],['珠江新城西'],['3室1厅 | 134.89平米 | 西南 | 精装 | 高楼层(共30层) | 2005年 | 板塔结合'],['390'],"['28,913元/平']",天河区
['汇峰苑 东向中层 望珠江公园两房 可明火'],['汇峰苑 '],['珠江新城中'],['2室2厅 | 86.45平米 | 东 | 其他 | 中楼层(共43层) | 2008年 | 塔楼'],['780'],"['90,226元/平']",天河区
['三房一卫能三房两卫，中楼层采光通风好，方正舒适安静'],['保利香槟花园 '],['珠江新城西'],['3室1厅 | 99.59平米 | 北 | 精装 | 中楼层(共21层) | 2004年 | 塔楼'],['950'],"['95,392元/平']",天河区
['碧海湾南向三房 一线江景 高层视野开阔 采光好'],['碧海湾 '],['珠江新城西'],['3室2厅 | 143.04平米 | 西南 | 简装 | 中楼层(共28层) | 2003年 | 塔楼'],['1680'],"['117,450元/平']",天河区
['珠江新城 全新装修，三房两卫，欧式建筑园林住宅小区'],['保利香槟花园 '],['珠江新城西'],['3室1厅 | 99.59平米 | 东北 | 精装 | 低楼层(共21层) | 2004年 | 塔楼'],['1118'],"['112,261元/平']",天河区
['保利心语 高层南向方正两房 诚意出 可谈'],['保利心语 '],['珠江新城中'],['2室1厅 | 71.92平米 | 南 | 简装 | 中楼层(共32层) | 2008年 | 塔楼'],['780'],"['108,454元/平']",天河区
['珠城中区带200方平台花园 正规2房'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 76.97平米 | 北 | 其他 | 低楼层(共43层) | 2008年 | 塔楼'],['1100'],"['142,913元/平']",天河区
['户型方正实用两房，通燃气，装修保养好，满五唯一'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 76.97平米 | 北 | 精装 | 低楼层(共43层) | 2008年 | 塔楼'],['850'],"['110,433元/平']",天河区
['嘉裕公馆望花园望广州塔实用大四房'],['嘉裕公馆 '],['珠江新城中'],['4室2厅 | 200.67平米 | 西南 东北 | 精装 | 低楼层(共33层) | 2015年 | 塔楼'],['3050'],"['151,991元/平']",天河区
['可明火，业主诚心，高层景观好，有阳台，采光通风好'],['汇峰苑 '],['珠江新城中'],['2室2厅 | 76.97平米 | 北 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['630'],"['81,851元/平']",天河区
['领峰园 大四房 户型方正 业有回国处理 看房提前约'],['领峰园 '],['珠江新城中'],['4室2厅 | 232.13平米 | 南 | 其他 | 中楼层(共25层) | 2009年 | 塔楼'],['2620'],"['112,868元/平']",天河区
['珠江新城西|星汇园  温馨三房  花园小区'],['星汇园 '],['珠江新城西'],['3室1厅 | 94.1平米 | 北 | 毛坯 | 高楼层(共33层) | 2001年 | 塔楼'],['780'],"['82,891元/平']",天河区
['中海花城湾 4室1厅 南'],['中海花城湾 '],['珠江新城中'],['4室1厅 | 178.47平米 | 南 | 其他 | 高楼层(共30层) | 2005年 | 塔楼'],['4180'],"['234,214元/平']",天河区
['南北对流 大4房，双主人房，安静望花园，通风对流'],['领峰园 '],['珠江新城中'],['4室2厅 | 232.13平米 | 南 | 其他 | 高楼层(共25层) | 2009年 | 塔楼'],['3500'],"['150,778元/平']",天河区
['高层南北对流户型  安静舒适  精装修保养好'],['漾晴居 '],['珠江新城西'],['3室2厅 | 93.55平米 | 南 | 精装 | 中楼层(共33层) | 2001年 | 塔楼'],['983'],"['105,078元/平']",天河区
['远洋明珠 南向小三房 装修保养好 安静'],['远洋明珠大厦 '],['珠江新城西'],['3室2厅 | 76.9平米 | 南 | 精装 | 中楼层(共25层) | 1998年 | 板楼'],['555'],"['72,172元/平']",天河区
['润德大厦 南向安静 视野开阔景观好'],['皓瀚华轩 '],['珠江新城西'],['3室2厅 | 132.55平米 | 南 | 其他 | 高楼层(共22层) | 2000年 | 塔楼'],['950'],"['71,672元/平']",天河区
['保利香槟花园，3房全南向，采光好，安静舒适'],['保利香槟花园 '],['珠江新城西'],['3室2厅 | 99.58平米 | 南 | 其他 | 低楼层(共17层) | 2004年 | 塔楼'],['1550'],"['155,654元/平']",天河区
['润德大厦 南向3房 采光通风好'],['皓瀚华轩 '],['珠江新城西'],['3室2厅 | 132.55平米 | 南 | 其他 | 中楼层(共22层) | 2000年 | 塔楼'],['900'],"['67,899元/平']",天河区
['嘉裕公馆 户型好 南北对流 高层全南向 四房改两房'],['嘉裕公馆 '],['珠江新城中'],['4室2厅 | 177.9平米 | 南 | 精装 | 高楼层(共33层) | 2015年 | 塔楼'],['3200'],"['179,877元/平']",天河区
['装修保养好 东向视野开阔 通风采光很好  可做私人会所'],['富力盈力大厦 '],['珠江新城西'],['3室2厅 | 207.74平米 | 东 | 精装 | 中楼层(共30层) | 2005年 | 板塔结合'],['800'],"['38,510元/平']",天河区
['珠城西区保利香槟南向3+1房 户型方正 采光视野好'],['保利香槟花园 '],['珠江新城西'],['3室1厅 | 142.84平米 | 南 | 其他 | 中楼层(共29层) | 2004年 | 塔楼'],['1997'],"['139,807元/平']",天河区
['封闭小区，南向电梯三房，珠城一路之隔'],['育兰小区 '],['天河南'],['3室2厅 | 90.12平米 | 南 西南 | 其他 | 中楼层(共8层) | 1996年 | 塔楼'],['425'],"['47,160元/平']",天河区
['漾晴居 东北向三房 保养好 看房方便 产权清晰'],['漾晴居 '],['珠江新城西'],['3室2厅 | 97.62平米 | 东北 | 精装 | 低楼层(共33层) | 2001年 | 塔楼'],['929'],"['95,165元/平']",天河区
['珠江新城 东南向三房 可看广州塔 江景 户型方正采光好'],['广弘天琪 '],['珠江新城西'],['3室2厅 | 138.97平米 | 东南 | 其他 | 中楼层(共31层) | 2009年 | 塔楼'],['1796'],"['129,237元/平']",天河区
['中海花城湾飞机户型高层视野开阔满五唯一'],['中海花城湾 '],['珠江新城中'],['2室1厅 | 85.65平米 | 北 | 精装 | 高楼层(共30层) | 2005年 | 塔楼'],['1339'],"['156,334元/平']",天河区
['体育西地铁口育蕾小区电梯三房两厅安静居住生活便捷'],['育蕾小区 '],['天河南'],['3室2厅 | 86.78平米 | 西北 | 其他 | 高楼层(共9层) | 1993年 | 塔楼'],['450'],"['51,856元/平']",天河区
['珠江新城 前排望江三房  诚意放卖 配套好 交通方便'],['碧海湾 '],['珠江新城西'],['3室2厅 | 177.11平米 | 东南 | 简装 | 低楼层(共28层) | 2003年 | 塔楼'],['1700'],"['95,986元/平']",天河区
['远洋明珠 实用三房 采光好 业主诚心出SHOU'],['远洋明珠大厦 '],['珠江新城西'],['3室1厅 | 85.82平米 | 南 | 精装 | 低楼层(共25层) | 1998年 | 板楼'],['580'],"['67,584元/平']",天河区
['保林苑 高层东南三房 安静望花园 视野开阔 保养好'],['保利中心108公馆 '],['珠江新城西'],['3室1厅 | 102.51平米 | 东 | 精装 | 高楼层(共32层) | 2009年 | 塔楼'],['1030'],"['100,479元/平']",天河区
['东向大两房 可以明火 固定收租 楼层高 景观好'],['汇峰苑 '],['珠江新城中'],['2室1厅 | 86.45平米 | 东 | 精装 | 高楼层(共43层) | 2008年 | 塔楼'],['900'],"['104,107元/平']",天河区
['满五唯一，产权清晰，户型方正，精装三房'],['漾晴居 '],['珠江新城西'],['3室2厅 | 97.63平米 | 东北 | 精装 | 中楼层(共33层) | 2001年 | 塔楼'],['850'],"['87,064元/平']",天河区
